time;median ;l_ci;u_ci
-7.580;52.489;38.209;70.567
-7.560;52.556;38.280;70.617
-7.540;52.622;38.351;70.667
-7.520;52.689;38.423;70.716
-7.500;52.756;38.495;70.766
-7.480;52.822;38.567;70.816
-7.460;52.888;38.639;70.866
-7.440;52.954;38.711;70.916
-7.420;53.020;38.784;70.966
-7.400;53.086;38.857;71.016
-7.380;53.152;38.930;71.067
-7.360;53.218;39.003;71.117
-7.340;53.285;39.077;71.167
-7.320;53.351;39.150;71.218
-7.300;53.418;39.224;71.268
-7.280;53.485;39.299;71.319
-7.260;53.552;39.373;71.369
-7.240;53.619;39.447;71.420
-7.220;53.687;39.522;71.471
-7.200;53.754;39.597;71.522
-7.180;53.822;39.672;71.573
-7.160;53.890;39.748;71.623
-7.140;53.958;39.824;71.675
-7.120;54.026;39.899;71.726
-7.100;54.095;39.976;71.777
-7.080;54.163;40.052;71.828
-7.060;54.232;40.128;71.879
-7.040;54.301;40.205;71.931
-7.020;54.370;40.282;71.982
-7.000;54.439;40.359;72.034
-6.980;54.508;40.437;72.085
-6.960;54.578;40.514;72.137
-6.940;54.648;40.592;72.189
-6.920;54.717;40.670;72.241
-6.900;54.788;40.749;72.292
-6.880;54.858;40.827;72.344
-6.860;54.928;40.906;72.396
-6.840;54.999;40.985;72.448
-6.820;55.069;41.064;72.501
-6.800;55.140;41.144;72.553
-6.780;55.211;41.223;72.605
-6.760;55.283;41.303;72.658
-6.740;55.354;41.384;72.710
-6.720;55.426;41.464;72.763
-6.700;55.497;41.545;72.815
-6.680;55.569;41.626;72.868
-6.660;55.643;41.707;72.921
-6.640;55.715;41.788;72.973
-6.620;55.788;41.870;73.026
-6.600;55.861;41.951;73.079
-6.580;55.935;42.034;73.132
-6.560;56.008;42.116;73.186
-6.540;56.082;42.198;73.239
-6.520;56.156;42.281;73.292
-6.500;56.232;42.366;73.346
-6.480;56.308;42.452;73.399
-6.460;56.383;42.539;73.452
-6.440;56.458;42.626;73.506
-6.420;56.534;42.713;73.560
-6.400;56.610;42.801;73.614
-6.380;56.687;42.889;73.667
-6.360;56.764;42.977;73.721
-6.340;56.842;43.065;73.775
-6.320;56.919;43.154;73.829
-6.300;56.997;43.243;73.884
-6.280;57.075;43.332;73.938
-6.260;57.152;43.421;73.992
-6.240;57.230;43.511;74.047
-6.220;57.309;43.601;74.101
-6.200;57.387;43.691;74.156
-6.180;57.465;43.782;74.210
-6.160;57.544;43.873;74.265
-6.140;57.623;43.964;74.320
-6.120;57.702;44.055;74.375
-6.100;57.782;44.146;74.430
-6.080;57.861;44.238;74.485
-6.060;57.941;44.330;74.540
-6.040;58.021;44.423;74.596
-6.020;58.101;44.516;74.651
-6.000;58.181;44.609;74.706
-5.980;58.262;44.702;74.762
-5.960;58.343;44.795;74.817
-5.940;58.424;44.889;74.873
-5.920;58.505;44.983;74.929
-5.900;58.586;45.078;74.985
-5.880;58.668;45.172;75.041
-5.860;58.750;45.267;75.097
-5.840;58.832;45.362;75.153
-5.820;58.914;45.458;75.209
-5.800;58.997;45.554;75.266
-5.780;59.079;45.650;75.322
-5.760;59.160;45.746;75.378
-5.740;59.240;45.843;75.435
-5.720;59.321;45.940;75.492
-5.700;59.403;46.037;75.548
-5.680;59.487;46.135;75.605
-5.660;59.571;46.233;75.662
-5.640;59.656;46.331;75.719
-5.620;59.740;46.429;75.776
-5.600;59.825;46.528;75.834
-5.580;59.910;46.627;75.891
-5.560;59.994;46.726;75.948
-5.540;60.078;46.826;76.006
-5.520;60.162;46.923;76.063
-5.500;60.246;47.016;76.121
-5.480;60.328;47.109;76.179
-5.460;60.411;47.203;76.237
-5.440;60.494;47.296;76.295
-5.420;60.579;47.390;76.353
-5.400;60.664;47.484;76.411
-5.380;60.749;47.579;76.469
-5.360;60.836;47.674;76.528
-5.340;60.923;47.769;76.586
-5.320;61.010;47.864;76.645
-5.300;61.097;47.960;76.704
-5.280;61.184;48.056;76.763
-5.260;61.272;48.152;76.821
-5.240;61.360;48.248;76.880
-5.220;61.448;48.345;76.940
-5.200;61.537;48.442;76.999
-5.180;61.626;48.540;77.058
-5.160;61.716;48.637;77.118
-5.140;61.806;48.735;77.177
-5.120;61.896;48.841;77.237
-5.100;61.987;48.948;77.297
-5.080;62.077;49.056;77.357
-5.060;62.168;49.164;77.417
-5.040;62.260;49.272;77.477
-5.020;62.350;49.381;77.537
-5.000;62.440;49.490;77.597
-4.980;62.530;49.600;77.658
-4.960;62.620;49.709;77.718
-4.940;62.711;49.819;77.779
-4.920;62.801;49.925;77.840
-4.900;62.894;50.024;77.901
-4.880;62.988;50.123;77.962
-4.860;63.082;50.222;78.023
-4.840;63.177;50.321;78.084
-4.820;63.271;50.420;78.145
-4.800;63.366;50.520;78.207
-4.780;63.461;50.621;78.268
-4.760;63.556;50.721;78.330
-4.740;63.652;50.822;78.392
-4.720;63.748;50.923;78.454
-4.700;63.845;51.024;78.516
-4.680;63.942;51.126;78.578
-4.660;64.039;51.228;78.641
-4.640;64.137;51.330;78.703
-4.620;64.234;51.433;78.766
-4.600;64.332;51.536;78.828
-4.580;64.429;51.639;78.891
-4.560;64.526;51.742;78.954
-4.540;64.624;51.846;79.017
-4.520;64.722;51.951;79.080
-4.500;64.821;52.055;79.144
-4.480;64.919;52.160;79.207
-4.460;65.018;52.263;79.271
-4.440;65.117;52.370;79.334
-4.420;65.217;52.476;79.398
-4.400;65.316;52.582;79.462
-4.380;65.416;52.688;79.526
-4.360;65.516;52.795;79.591
-4.340;65.617;52.902;79.655
-4.320;65.718;53.009;79.720
-4.300;65.819;53.116;79.784
-4.280;65.920;53.225;79.849
-4.260;66.022;53.336;79.914
-4.240;66.124;53.448;79.979
-4.220;66.228;53.560;80.044
-4.200;66.331;53.672;80.110
-4.180;66.434;53.785;80.175
-4.160;66.538;53.898;80.241
-4.140;66.642;54.012;80.306
-4.120;66.743;54.125;80.372
-4.100;66.845;54.239;80.438
-4.080;66.946;54.354;80.505
-4.060;67.049;54.469;80.571
-4.040;67.151;54.584;80.637
-4.020;67.255;54.699;80.704
-4.000;67.360;54.815;80.771
-3.980;67.466;54.931;80.838
-3.960;67.572;55.048;80.905
-3.940;67.678;55.165;80.972
-3.920;67.784;55.282;81.040
-3.900;67.890;55.400;81.107
-3.880;67.997;55.518;81.175
-3.860;68.104;55.636;81.243
-3.840;68.211;55.755;81.309
-3.820;68.317;55.874;81.374
-3.800;68.425;55.993;81.439
-3.780;68.533;56.113;81.504
-3.760;68.642;56.233;81.569
-3.740;68.752;56.354;81.634
-3.720;68.861;56.475;81.699
-3.700;68.970;56.597;81.765
-3.680;69.077;56.719;81.831
-3.660;69.183;56.841;81.897
-3.640;69.290;56.964;81.963
-3.620;69.397;57.087;82.029
-3.600;69.508;57.210;82.095
-3.580;69.620;57.334;82.161
-3.560;69.733;57.458;82.228
-3.540;69.847;57.583;82.295
-3.520;69.961;57.708;82.362
-3.500;70.075;57.836;82.429
-3.480;70.189;57.969;82.496
-3.460;70.304;58.103;82.563
-3.440;70.419;58.237;82.631
-3.420;70.534;58.372;82.699
-3.400;70.649;58.507;82.766
-3.380;70.764;58.642;82.834
-3.360;70.878;58.778;82.903
-3.340;70.994;58.914;82.971
-3.320;71.109;59.051;83.039
-3.300;71.225;59.188;83.108
-3.280;71.341;59.326;83.177
-3.260;71.458;59.464;83.246
-3.240;71.575;59.603;83.315
-3.220;71.692;59.742;83.385
-3.200;71.810;59.882;83.457
-3.180;71.928;60.022;83.531
-3.160;72.047;60.162;83.606
-3.140;72.167;60.303;83.681
-3.120;72.287;60.445;83.756
-3.100;72.407;60.586;83.832
-3.080;72.528;60.729;83.907
-3.060;72.649;60.871;83.983
-3.040;72.770;61.015;84.059
-3.020;72.892;61.158;84.135
-3.000;73.014;61.302;84.212
-2.980;73.133;61.447;84.289
-2.960;73.253;61.592;84.365
-2.940;73.373;61.737;84.442
-2.920;73.493;61.883;84.520
-2.900;73.614;62.030;84.597
-2.880;73.735;62.176;84.675
-2.860;73.859;62.324;84.753
-2.840;73.983;62.472;84.831
-2.820;74.106;62.620;84.909
-2.800;74.229;62.772;84.988
-2.780;74.352;62.924;85.067
-2.760;74.478;63.076;85.146
-2.740;74.606;63.229;85.225
-2.720;74.735;63.383;85.304
-2.700;74.864;63.537;85.384
-2.680;74.993;63.692;85.464
-2.660;75.120;63.847;85.544
-2.640;75.247;64.002;85.624
-2.620;75.374;64.158;85.705
-2.600;75.501;64.315;85.786
-2.580;75.629;64.472;85.867
-2.560;75.757;64.629;85.948
-2.540;75.882;64.788;86.030
-2.520;76.008;64.946;86.111
-2.500;76.134;65.105;86.193
-2.480;76.263;65.265;86.275
-2.460;76.393;65.425;86.358
-2.440;76.521;65.586;86.441
-2.420;76.651;65.747;86.524
-2.400;76.781;65.894;86.607
-2.380;76.913;66.037;86.690
-2.360;77.045;66.181;86.774
-2.340;77.178;66.325;86.858
-2.320;77.312;66.483;86.942
-2.300;77.445;66.643;87.027
-2.280;77.576;66.805;87.111
-2.260;77.708;66.966;87.196
-2.240;77.845;67.129;87.281
-2.220;77.977;67.291;87.367
-2.200;78.110;67.455;87.453
-2.180;78.250;67.618;87.539
-2.160;78.390;67.783;87.625
-2.140;78.529;67.948;87.711
-2.120;78.669;68.107;87.798
-2.100;78.810;68.259;87.885
-2.080;78.950;68.411;87.973
-2.060;79.092;68.563;88.060
-2.040;79.233;68.716;88.148
-2.020;79.375;68.870;88.236
-2.000;79.518;69.024;88.325
-1.980;79.661;69.178;88.413
-1.960;79.805;69.333;88.502
-1.940;79.949;69.488;88.591
-1.920;80.093;69.644;88.681
-1.900;80.236;69.801;88.771
-1.880;80.378;69.958;88.861
-1.860;80.521;70.115;88.951
-1.840;80.666;70.273;89.042
-1.820;80.812;70.432;89.133
-1.800;80.959;70.591;89.224
-1.780;81.108;70.750;89.316
-1.760;81.258;70.910;89.407
-1.740;81.409;71.071;89.500
-1.720;81.553;71.232;89.592
-1.700;81.698;71.393;89.685
-1.680;81.845;71.555;89.778
-1.660;81.994;71.718;89.871
-1.640;82.143;71.881;89.965
-1.620;82.293;72.045;90.058
-1.600;82.446;72.209;90.153
-1.580;82.601;72.374;90.247
-1.560;82.756;72.539;90.342
-1.540;82.912;72.705;90.437
-1.520;83.069;72.871;90.533
-1.500;83.226;73.038;90.628
-1.480;83.384;73.205;90.725
-1.460;83.540;73.373;90.821
-1.440;83.694;73.541;90.918
-1.420;83.849;73.710;91.015
-1.400;84.006;73.880;91.112
-1.380;84.164;74.050;91.210
-1.360;84.310;74.221;91.308
-1.340;84.466;74.392;91.406
-1.320;84.622;74.564;91.505
-1.300;84.778;74.736;91.604
-1.280;84.926;74.909;91.703
-1.260;85.074;75.082;91.803
-1.240;85.231;75.256;91.903
-1.220;85.388;75.432;92.003
-1.200;85.546;75.607;92.104
-1.180;85.712;75.784;92.205
-1.160;85.878;75.961;92.305
-1.140;86.040;76.138;92.405
-1.120;86.202;76.316;92.505
-1.100;86.362;76.495;92.606
-1.080;86.517;76.674;92.707
-1.060;86.687;76.854;92.809
-1.040;86.860;77.034;92.910
-1.020;87.028;77.215;93.012
-1.000;87.191;77.397;93.115
-980;87.364;77.579;93.218
-960;87.539;77.762;93.321
-940;87.702;77.960;93.424
-920;87.860;78.164;93.528
-900;88.029;78.369;93.632
-880;88.197;78.564;93.737
-860;88.366;78.748;93.842
-840;88.534;78.933;93.950
-820;88.705;79.118;94.059
-800;88.883;79.304;94.168
-780;89.057;79.490;94.278
-760;89.235;79.677;94.388
-740;89.411;79.865;94.501
-720;89.581;80.053;94.615
-700;89.750;80.242;94.730
-680;89.919;80.431;94.845
-660;90.096;80.622;94.957
-640;90.255;80.812;95.068
-620;90.426;81.004;95.180
-600;90.604;81.196;95.291
-580;90.780;81.389;95.404
-560;90.958;81.582;95.516
-540;91.139;81.776;95.629
-520;91.319;81.971;95.742
-500;91.497;82.166;95.856
-480;91.673;82.362;95.970
-460;91.861;82.558;96.085
-440;92.046;82.756;96.201
-420;92.223;82.954;96.318
-400;92.399;83.152;96.435
-380;92.561;83.351;96.553
-360;92.735;83.552;96.679
-340;92.907;83.755;96.808
-320;93.089;83.977;96.908
-300;93.263;84.200;97.033
-280;93.460;84.424;97.158
-260;93.654;84.649;97.286
-240;93.845;84.874;97.415
-220;94.022;85.094;97.538
-200;94.206;85.300;97.675
-180;94.403;85.507;97.793
-160;94.594;85.714;97.922
-140;94.785;85.922;98.062
-120;94.977;86.131;98.196
-100;95.175;86.340;98.316
-80;95.383;86.550;98.448
-60;95.575;86.761;98.569
-40;95.759;86.972;98.704
-20;95.954;87.185;98.844
0;96.156;87.398;98.969
20;96.355;87.612;99.090
40;96.530;87.819;99.183
60;96.681;88.019;99.240
80;96.804;88.212;99.286
100;96.920;88.398;99.323
120;97.021;88.577;99.352
140;97.111;88.759;99.371
160;97.191;88.934;99.391
180;97.261;89.102;99.404
200;97.330;89.262;99.417
220;97.392;89.414;99.426
240;97.443;89.563;99.437
260;97.488;89.705;99.448
280;97.525;89.842;99.456
300;97.565;89.973;99.463
320;97.609;90.100;99.471
340;97.647;90.221;99.477
360;97.684;90.337;99.482
380;97.718;90.449;99.486
400;97.746;90.557;99.489
420;97.767;90.661;99.492
440;97.782;90.761;99.494
460;97.804;90.858;99.496
480;97.824;90.951;99.499
500;97.841;91.041;99.501
520;97.869;91.129;99.503
540;97.895;91.213;99.505
560;97.909;91.295;99.507
580;97.926;91.375;99.508
600;97.945;91.449;99.510
620;97.964;91.523;99.511
640;97.976;91.594;99.513
660;97.984;91.663;99.514
680;97.991;91.731;99.515
700;98.003;91.796;99.516
720;98.019;91.860;99.517
740;98.034;91.922;99.518
760;98.048;91.982;99.519
780;98.059;92.043;99.520
800;98.071;92.109;99.522
820;98.082;92.173;99.524
840;98.094;92.236;99.526
860;98.107;92.298;99.527
880;98.116;92.358;99.528
900;98.125;92.417;99.529
920;98.132;92.474;99.529
940;98.139;92.531;99.529
960;98.148;92.586;99.529
980;98.154;92.640;99.529
1.000;98.162;92.693;99.529
1.020;98.172;92.745;99.529
1.040;98.183;92.796;99.529
1.060;98.195;92.845;99.530
1.080;98.201;92.894;99.531
1.100;98.211;92.942;99.532
1.120;98.220;92.989;99.533
1.140;98.227;93.034;99.534
1.160;98.232;93.079;99.536
1.180;98.239;93.124;99.537
1.200;98.246;93.167;99.538
1.220;98.250;93.209;99.539
1.240;98.252;93.251;99.540
1.260;98.253;93.292;99.540
1.280;98.254;93.332;99.541
1.300;98.262;93.371;99.542
1.320;98.270;93.410;99.543
1.340;98.273;93.448;99.544
1.360;98.275;93.485;99.544
1.380;98.277;93.522;99.544
1.400;98.279;93.558;99.544
1.420;98.283;93.593;99.544
1.440;98.289;93.628;99.544
1.460;98.294;93.662;99.544
1.480;98.296;93.696;99.545
1.500;98.299;93.729;99.545
1.520;98.304;93.761;99.545
1.540;98.306;93.793;99.545
1.560;98.308;93.824;99.545
1.580;98.310;93.841;99.545
1.600;98.311;93.859;99.545
1.620;98.312;93.875;99.545
1.640;98.314;93.892;99.545
1.660;98.315;93.908;99.545
1.680;98.319;93.924;99.545
1.700;98.322;93.940;99.545
1.720;98.323;93.955;99.545
1.740;98.324;93.970;99.545
1.760;98.325;93.992;99.545
1.780;98.327;94.017;99.545
1.800;98.329;94.042;99.546
1.820;98.332;94.066;99.547
1.840;98.335;94.090;99.548
1.860;98.336;94.114;99.550
1.880;98.337;94.137;99.551
1.900;98.339;94.160;99.551
1.920;98.340;94.182;99.551
1.940;98.340;94.205;99.551
1.960;98.341;94.226;99.551
1.980;98.343;94.248;99.551
2.000;98.344;94.269;99.551
2.020;98.345;94.290;99.551
2.040;98.345;94.311;99.551
2.060;98.348;94.331;99.550
2.080;98.350;94.351;99.550
2.100;98.352;94.371;99.550
2.120;98.353;94.390;99.550
2.140;98.354;94.409;99.550
2.160;98.354;94.428;99.549
2.180;98.355;94.447;99.549
2.200;98.357;94.465;99.549
2.220;98.359;94.483;99.549
2.240;98.360;94.494;99.548
2.260;98.360;94.499;99.548
2.280;98.359;94.503;99.548
2.300;98.360;94.507;99.547
2.320;98.360;94.511;99.547
2.340;98.360;94.515;99.547
2.360;98.361;94.519;99.547
2.380;98.362;94.523;99.546
2.400;98.364;94.526;99.546
2.420;98.367;94.530;99.546
2.440;98.367;94.533;99.546
2.460;98.367;94.537;99.545
2.480;98.368;94.540;99.545
2.500;98.369;94.543;99.545
2.520;98.370;94.546;99.544
2.540;98.372;94.550;99.544
2.560;98.374;94.553;99.544
2.580;98.375;94.556;99.544
2.600;98.376;94.559;99.543
2.620;98.376;94.562;99.543
2.640;98.377;94.565;99.543
2.660;98.377;94.568;99.543
2.680;98.377;94.571;99.542
2.700;98.377;94.573;99.542
2.720;98.377;94.576;99.542
2.740;98.378;94.579;99.541
2.760;98.379;94.581;99.541
2.780;98.381;94.584;99.541
2.800;98.382;94.586;99.541
2.820;98.383;94.588;99.541
2.840;98.384;94.595;99.541
2.860;98.384;94.608;99.541
2.880;98.385;94.620;99.541
2.900;98.385;94.633;99.541
2.920;98.385;94.645;99.541
2.940;98.384;94.657;99.541
2.960;98.384;94.669;99.541
2.980;98.384;94.681;99.541
3.000;98.384;94.693;99.541
3.020;98.385;94.704;99.541
3.040;98.384;94.716;99.541
3.060;98.384;94.727;99.541
3.080;98.385;94.738;99.540
3.100;98.385;94.749;99.540
3.120;98.385;94.761;99.540
3.140;98.386;94.772;99.540
3.160;98.386;94.783;99.540
3.180;98.386;94.794;99.540
3.200;98.386;94.804;99.540
3.220;98.386;94.815;99.540
3.240;98.387;94.826;99.540
3.260;98.387;94.836;99.540
3.280;98.387;94.846;99.539
3.300;98.388;94.857;99.539
3.320;98.388;94.867;99.539
3.340;98.388;94.877;99.539
3.360;98.389;94.886;99.539
3.380;98.391;94.896;99.539
3.400;98.391;94.906;99.539
3.420;98.391;94.915;99.539
3.440;98.391;94.925;99.539
3.460;98.391;94.934;99.538
3.480;98.391;94.943;99.538
3.500;98.391;94.953;99.538
3.520;98.392;94.962;99.539
3.540;98.393;94.971;99.540
3.560;98.392;94.979;99.540
3.580;98.392;94.988;99.541
3.600;98.392;94.997;99.541
3.620;98.392;95.005;99.540
3.640;98.392;95.014;99.540
3.660;98.393;95.022;99.540
3.680;98.394;95.031;99.540
3.700;98.395;95.039;99.540
3.720;98.396;95.047;99.540
3.740;98.396;95.055;99.540
3.760;98.396;95.063;99.539
3.780;98.395;95.071;99.539
3.800;98.395;95.079;99.539
3.820;98.395;95.086;99.539
3.840;98.396;95.094;99.539
3.860;98.397;95.101;99.539
3.880;98.397;95.109;99.538
3.900;98.398;95.116;99.538
3.920;98.398;95.124;99.538
3.940;98.397;95.131;99.538
3.960;98.397;95.138;99.538
3.980;98.396;95.145;99.538
4.000;98.396;95.152;99.537
4.020;98.396;95.159;99.537
4.040;98.395;95.166;99.537
4.060;98.395;95.173;99.537
4.080;98.394;95.180;99.537
4.100;98.394;95.186;99.536
4.120;98.393;95.193;99.536
4.140;98.393;95.199;99.536
4.160;98.392;95.206;99.536
4.180;98.392;95.212;99.536
4.200;98.391;95.219;99.536
4.220;98.391;95.225;99.535
4.240;98.390;95.231;99.535
4.260;98.390;95.237;99.535
4.280;98.389;95.243;99.535
4.300;98.388;95.249;99.535
4.320;98.388;95.255;99.534
4.340;98.387;95.261;99.534
4.360;98.387;95.267;99.534
4.380;98.386;95.273;99.534
4.400;98.386;95.279;99.534
4.420;98.385;95.284;99.533
4.440;98.385;95.289;99.533
4.460;98.385;95.288;99.533
4.480;98.385;95.287;99.533
4.500;98.384;95.286;99.533
4.520;98.384;95.285;99.532
4.540;98.384;95.284;99.532
4.560;98.384;95.282;99.532
4.580;98.384;95.281;99.532
4.600;98.384;95.287;99.532
4.620;98.384;95.293;99.531
4.640;98.384;95.299;99.531
4.660;98.384;95.305;99.531
4.680;98.384;95.311;99.531
4.700;98.384;95.316;99.531
4.720;98.384;95.322;99.530
4.740;98.384;95.328;99.530
4.760;98.383;95.333;99.530
4.780;98.383;95.339;99.530
4.800;98.383;95.344;99.530
4.820;98.383;95.346;99.529
4.840;98.383;95.346;99.529
4.860;98.383;95.346;99.529
4.880;98.383;95.346;99.529
4.900;98.382;95.346;99.529
4.920;98.382;95.346;99.528
4.940;98.382;95.346;99.528
4.960;98.381;95.346;99.528
4.980;98.381;95.346;99.528
5.000;98.380;95.345;99.527
5.020;98.379;95.345;99.527
5.040;98.379;95.345;99.527
5.060;98.378;95.345;99.527
5.080;98.378;95.345;99.527
5.100;98.377;95.344;99.526
5.120;98.377;95.344;99.526
5.140;98.376;95.344;99.526
5.160;98.376;95.344;99.526
5.180;98.375;95.343;99.525
5.200;98.375;95.342;99.525
5.220;98.374;95.341;99.525
5.240;98.375;95.340;99.525
5.260;98.375;95.339;99.525
5.280;98.375;95.337;99.524
5.300;98.375;95.336;99.524
5.320;98.375;95.335;99.524
5.340;98.375;95.334;99.524
5.360;98.375;95.333;99.523
5.380;98.375;95.332;99.523
5.400;98.375;95.331;99.523
5.420;98.375;95.330;99.523
5.440;98.375;95.329;99.523
5.460;98.375;95.327;99.522
5.480;98.375;95.326;99.522
5.500;98.375;95.325;99.522
5.520;98.375;95.324;99.522
5.540;98.374;95.323;99.521
5.560;98.373;95.322;99.521
5.580;98.372;95.321;99.521
5.600;98.371;95.319;99.521
5.620;98.370;95.318;99.520
5.640;98.369;95.317;99.520
5.660;98.368;95.316;99.520
5.680;98.367;95.315;99.520
5.700;98.366;95.314;99.520
5.720;98.366;95.313;99.519
5.740;98.366;95.312;99.519
5.760;98.365;95.310;99.519
5.780;98.365;95.309;99.519
5.800;98.365;95.308;99.518
5.820;98.365;95.307;99.518
5.840;98.365;95.306;99.518
5.860;98.365;95.305;99.518
5.880;98.364;95.303;99.517
5.900;98.364;95.301;99.517
5.920;98.364;95.299;99.517
5.940;98.363;95.296;99.517
5.960;98.363;95.294;99.516
5.980;98.362;95.292;99.516
6.000;98.362;95.290;99.516
6.020;98.361;95.288;99.516
6.040;98.361;95.286;99.516
6.060;98.360;95.284;99.515
6.080;98.360;95.281;99.515
6.100;98.359;95.279;99.515
6.120;98.359;95.277;99.515
6.140;98.358;95.275;99.514
6.160;98.358;95.273;99.514
6.180;98.357;95.271;99.514
6.200;98.357;95.268;99.514
6.220;98.356;95.266;99.513
6.240;98.356;95.264;99.513
6.260;98.356;95.262;99.513
6.280;98.355;95.259;99.513
6.300;98.355;95.257;99.512
6.320;98.354;95.255;99.512
6.340;98.353;95.253;99.512
6.360;98.353;95.250;99.512
6.380;98.353;95.248;99.511
6.400;98.352;95.246;99.511
6.420;98.352;95.243;99.511
6.440;98.352;95.241;99.511
6.460;98.351;95.239;99.510
6.480;98.351;95.237;99.510
6.500;98.350;95.234;99.510
6.520;98.350;95.232;99.510
6.540;98.349;95.230;99.509
6.560;98.349;95.231;99.509
6.580;98.348;95.232;99.509
6.600;98.347;95.233;99.509
6.620;98.347;95.234;99.508
6.640;98.346;95.235;99.508
6.660;98.345;95.236;99.508
6.680;98.344;95.237;99.508
6.700;98.343;95.238;99.507
6.720;98.342;95.239;99.507
6.740;98.341;95.240;99.507
6.760;98.341;95.241;99.507
6.780;98.340;95.240;99.506
6.800;98.340;95.239;99.506
6.820;98.339;95.237;99.506
6.840;98.338;95.236;99.506
6.860;98.337;95.234;99.505
6.880;98.337;95.233;99.505
6.900;98.336;95.231;99.505
